student_id,Hours_Studied_6m,Attendance_6m,Parental_Involvement_6m,Access_to_Resources_6m,Extracurricular_Activities_6m,Sleep_Hours_6m,Previous_Scores_6m,Motivation_Level_6m,Internet_Access_6m,Tutoring_Sessions_6m,Family_Income_6m,Teacher_Quality_6m,School_Type_6m,Peer_Influence_6m,Physical_Activity_6m,Learning_Disabilities_6m,Parental_Education_Level_6m,Distance_from_Home_6m,Gender_6m,Exam_Score_6m,dropout_6m,intervention_type,intervention_hours,intervention_attendance,actual_dropout_6m
413,10,73,Low,High,1,8,72,Low,1,1,Low,High,Public,Positive,2,0,College,Moderate,Female,62,1,,0,0.0,
414,16,76,Low,Medium,0,6,66,Low,1,1,Medium,Medium,Private,Neutral,3,0,Postgraduate,Near,Female,64,1,,0,0.0,
415,13,77,Medium,Medium,1,8,68,Low,1,3,High,Medium,Private,Neutral,3,0,High School,Near,Female,65,1,,0,0.0,
416,15,64,High,Medium,0,7,59,Low,1,0,Low,Medium,Public,Neutral,3,1,High School,Near,Female,59,1,,0,0.0,
417,19,72,Low,High,1,5,96,Low,0,3,Low,Low,Public,Positive,2,0,High School,Moderate,Female,64,1,,0,0.0,
418,15,62,Medium,High,0,8,70,Medium,1,1,Low,Medium,Private,Positive,3,0,College,Near,Male,62,1,,0,0.0,
419,16,73,Medium,Medium,1,4,61,Low,1,4,Low,High,Private,Neutral,5,0,High School,Moderate,Male,64,1,,0,0.0,
420,19,85,High,Medium,0,7,59,Low,1,0,Medium,High,Private,Negative,4,0,College,Moderate,Male,67,1,,0,0.0,
421,12,70,Low,High,1,9,53,Medium,1,2,Low,Medium,Public,Neutral,2,1,High School,Near,Male,60,1,,0,0.0,
422,17,76,Medium,High,1,6,70,Low,1,2,High,Medium,Public,Neutral,4,0,Postgraduate,Moderate,Male,67,1,,0,0.0,
423,9,65,Medium,Medium,0,4,88,Low,1,1,Low,Medium,Public,Positive,3,0,College,Near,Male,61,1,,0,0.0,
424,8,85,Medium,Low,1,9,54,Low,1,1,Low,High,Private,Positive,3,0,High School,Near,Male,62,1,,0,0.0,
425,12,90,High,High,1,6,75,Low,0,2,Medium,Medium,Public,Neutral,3,0,Postgraduate,Near,Male,69,1,,0,0.0,
426,11,79,Medium,Medium,0,8,71,Low,1,1,Medium,Medium,Private,Positive,2,0,College,Moderate,Female,63,1,,0,0.0,
427,12,69,High,Medium,1,7,92,Low,1,1,Medium,Medium,Public,Neutral,3,0,College,Near,Female,64,1,,0,0.0,
428,4,100,High,Low,0,8,71,Low,1,2,Low,Medium,Private,Negative,4,0,High School,Moderate,Female,64,1,,0,0.0,
429,9,77,Medium,Medium,0,7,57,Low,1,2,Medium,Low,Public,Negative,3,0,High School,Near,Male,61,1,,0,0.0,
430,17,62,High,Low,1,6,54,Low,1,2,Medium,High,Public,Neutral,3,0,College,Near,Male,62,1,,0,0.0,
431,13,66,High,Medium,1,6,90,Medium,1,2,Low,Medium,Public,Positive,3,1,High School,Moderate,Male,63,1,,0,0.0,
432,24,60,Medium,Medium,0,6,85,Low,1,1,High,Medium,Public,Neutral,2,0,Postgraduate,Moderate,Male,64,1,,0,0.0,
433,16,69,Medium,High,1,6,55,Medium,1,1,Medium,High,Public,Negative,1,0,High School,Moderate,Male,62,1,,0,0.0,
434,17,61,Medium,High,0,7,72,Low,1,1,Medium,High,Public,Neutral,2,0,High School,Moderate,Male,62,1,,0,0.0,
435,15,89,High,Low,1,7,58,Low,1,2,Low,Medium,Public,Negative,3,0,High School,Moderate,Male,65,1,,0,0.0,
436,15,78,Low,Medium,1,8,100,Low,1,0,Low,Medium,Public,Negative,3,1,High School,Near,Female,62,1,,0,0.0,
437,11,70,Medium,Low,1,7,66,Low,1,1,Medium,High,Public,Negative,3,0,High School,Near,Female,60,1,,0,0.0,
438,14,63,Medium,Medium,0,8,81,Low,1,0,Medium,Low,Private,Positive,5,0,High School,Near,Female,61,1,,0,0.0,
439,18,67,Medium,High,1,7,78,Low,1,2,Medium,Medium,Public,Negative,3,1,High School,Near,Female,63,1,,0,0.0,
440,17,86,Low,Medium,0,6,62,Low,1,2,Medium,High,Public,Positive,4,0,High School,Near,Female,66,1,,0,0.0,
441,13,65,High,Medium,0,7,74,Low,1,0,High,Medium,Public,Neutral,2,1,High School,Moderate,Male,60,1,,0,0.0,
442,24,62,Low,High,0,9,70,Low,1,2,Low,Medium,Public,Positive,2,0,College,Moderate,Female,63,1,,0,0.0,
443,11,80,Medium,Medium,1,6,96,Low,1,1,Low,High,Public,Neutral,3,0,High School,Near,Male,65,1,,0,0.0,
444,20,67,High,High,0,6,59,Low,1,1,Medium,Medium,Private,Negative,4,0,College,Near,Female,65,1,,0,0.0,
445,16,85,Medium,Low,0,10,79,Low,1,1,High,Medium,Private,Neutral,3,0,College,Near,Male,66,1,,0,0.0,
446,17,84,Low,Medium,1,7,78,Low,1,0,High,High,Public,Neutral,5,1,College,Moderate,Female,65,1,,0,0.0,
447,7,75,Medium,High,1,7,76,Medium,1,0,Medium,Low,Private,Positive,4,0,College,Moderate,Female,63,1,,0,0.0,
448,12,81,Medium,High,0,10,97,Low,1,1,Low,Medium,Private,Positive,5,0,High School,Near,Female,66,1,,0,0.0,
449,9,78,High,Medium,1,7,100,Low,1,2,Medium,Medium,Public,Positive,2,0,High School,Near,Male,66,1,,0,0.0,
450,22,61,High,Medium,0,5,63,Low,1,1,Low,Medium,Public,Positive,3,0,Postgraduate,Near,Male,64,1,,0,0.0,
451,14,77,High,High,0,4,51,Low,1,5,Low,Medium,Public,Positive,3,0,College,Moderate,Male,66,1,,0,0.0,
452,11,82,Low,Low,0,6,61,Low,1,2,Medium,Medium,Public,Neutral,2,0,High School,Near,Female,61,1,,0,0.0,
453,10,90,High,Medium,1,7,80,Low,1,0,Medium,Medium,Public,Neutral,5,0,High School,Near,Female,67,1,,0,0.0,
454,13,74,High,High,1,5,88,Low,1,3,Low,Medium,Private,Neutral,3,1,College,Near,Female,66,1,,0,0.0,
455,12,74,High,Low,1,8,66,Low,1,1,Low,Medium,Public,Positive,2,0,High School,Near,Male,62,1,,0,0.0,
456,14,79,Medium,Medium,1,8,51,Medium,1,0,Medium,High,Public,Negative,4,0,High School,Near,Male,64,1,,0,0.0,
457,15,60,Medium,Medium,1,7,81,Low,1,4,Low,High,Public,Positive,2,0,High School,Near,Male,63,1,,0,0.0,
458,19,72,High,Medium,1,5,52,Low,1,1,Low,Medium,Public,Positive,2,0,High School,Near,Male,64,1,,0,0.0,
459,9,98,High,Medium,0,9,55,Low,1,3,Low,Medium,Public,Positive,2,0,High School,Near,Male,67,1,,0,0.0,
460,14,60,Medium,Medium,1,7,91,Medium,1,1,Low,High,Private,Negative,3,0,Postgraduate,Near,Male,63,1,,0,0.0,
461,12,76,Medium,Low,1,4,51,Medium,1,0,Low,Medium,Private,Neutral,1,0,High School,Near,Female,60,1,,0,0.0,
462,13,64,Medium,High,1,9,83,Low,1,1,High,Medium,Public,Positive,4,0,High School,Near,Male,64,1,,0,0.0,
463,13,63,Low,Medium,0,8,88,Medium,1,0,Low,Medium,Private,Negative,2,0,High School,Near,Male,59,1,,0,0.0,
464,22,64,Medium,High,0,6,66,Low,1,1,Medium,Medium,Public,Neutral,4,0,College,Near,Male,64,1,,0,0.0,
465,19,65,Medium,High,1,8,54,Medium,1,0,Low,High,Private,Neutral,3,0,High School,Far,Female,62,1,,0,0.0,
466,11,88,High,High,1,7,61,Low,1,2,Medium,Medium,Public,Neutral,3,0,Postgraduate,Near,Male,68,1,,0,0.0,
467,18,77,High,Medium,1,9,57,Low,1,1,Low,High,Public,Negative,2,0,Postgraduate,Near,Male,66,1,,0,0.0,
468,14,62,Medium,High,1,7,63,Medium,1,2,Low,Medium,Public,Positive,2,0,College,Moderate,Female,62,1,,0,0.0,
469,13,92,Medium,High,1,7,70,Low,1,4,Low,Medium,Public,Neutral,3,0,High School,Near,Male,68,1,,0,0.0,
470,20,65,Medium,High,1,8,50,Medium,1,0,Low,Medium,Public,Positive,5,0,High School,Near,Male,64,1,,0,0.0,
471,15,64,Medium,Medium,1,8,82,Low,1,0,Low,Medium,Public,Negative,3,0,High School,Near,Male,61,1,,0,0.0,
472,20,82,Low,Low,1,7,52,Low,1,0,Medium,Medium,Private,Neutral,3,0,College,Near,Female,64,1,,0,0.0,
473,16,63,High,High,0,9,70,Low,1,2,Medium,High,Private,Negative,5,0,College,Moderate,Female,64,1,,0,0.0,
474,12,81,High,Medium,0,8,53,Low,1,1,Medium,High,Private,Positive,3,0,College,Near,Male,65,1,,0,0.0,
475,18,62,Medium,Medium,1,7,54,Medium,1,2,Medium,High,Private,Positive,3,0,Postgraduate,Moderate,Male,64,1,,0,0.0,
476,18,71,Medium,Low,1,7,85,Low,1,1,Low,Low,Public,Neutral,2,0,High School,Moderate,Male,62,1,,0,0.0,
477,22,63,High,Low,0,6,63,Low,1,1,Medium,Low,Public,Negative,2,0,Postgraduate,Moderate,Male,62,1,,0,0.0,
478,16,74,Medium,High,1,7,74,Low,1,4,Low,Low,Private,Positive,3,0,High School,Near,Male,66,1,,0,0.0,
479,12,65,High,High,1,4,66,Medium,1,0,Medium,High,Public,Neutral,2,0,High School,Near,Female,63,1,,0,0.0,
480,21,60,Low,High,0,8,99,Low,1,0,Low,Low,Private,Positive,3,0,High School,Near,Male,62,1,,0,0.0,
481,23,64,Medium,High,1,8,68,Low,1,3,Low,High,Public,Neutral,3,0,High School,Near,Female,66,1,,0,0.0,
482,13,71,Medium,High,1,6,51,Low,1,4,High,Medium,Public,Positive,4,0,College,Moderate,Female,65,1,,0,0.0,
483,14,61,Medium,Medium,0,5,82,Low,0,0,Low,Medium,Public,Neutral,0,0,High School,Near,Female,58,1,,0,0.0,
484,12,75,Medium,High,0,8,54,Low,1,1,Medium,High,Public,Negative,3,0,High School,Near,Female,62,1,,0,0.0,
485,22,73,High,Medium,1,7,70,Low,0,2,Low,Medium,Public,Positive,3,0,College,Near,Male,66,1,,0,0.0,
486,4,62,Medium,Medium,0,6,78,High,1,3,High,Medium,Public,Neutral,2,0,High School,Far,Female,58,1,,0,0.0,
487,22,69,Medium,Medium,1,6,91,Low,1,0,High,High,Private,Neutral,1,1,High School,Moderate,Male,64,1,,0,0.0,
488,14,67,Medium,Medium,1,9,68,Low,1,1,Low,Medium,Public,Neutral,3,1,High School,Near,Male,60,1,,0,0.0,
489,14,69,Medium,Low,1,8,79,Medium,1,1,High,Medium,Public,Negative,1,0,Postgraduate,Moderate,Female,62,1,,0,0.0,
490,15,95,Medium,Medium,1,6,59,Low,1,0,Medium,Medium,Private,Positive,5,0,High School,Far,Female,66,1,,0,0.0,
491,13,67,Low,Medium,1,8,90,Medium,1,2,Low,Medium,Private,Negative,2,0,High School,Near,Male,61,1,,0,0.0,
492,16,78,Low,Medium,1,5,50,Medium,1,2,Low,Medium,Private,Positive,2,0,College,Moderate,Male,63,1,,0,0.0,
493,15,78,High,High,1,10,89,Low,1,0,Medium,Medium,Public,Neutral,3,0,High School,Near,Male,67,1,,0,0.0,
494,17,84,Low,Low,1,6,71,Low,1,0,Medium,Medium,Private,Negative,4,1,High School,Near,Male,62,1,,0,0.0,
495,16,62,Low,Medium,0,8,74,Medium,1,2,High,High,Private,Neutral,3,0,High School,Moderate,Male,62,1,,0,0.0,
496,21,62,High,Low,1,7,58,Medium,1,2,Low,High,Public,Positive,1,0,College,Near,Female,64,1,,0,0.0,
497,7,88,Medium,High,1,7,64,Low,1,2,Medium,High,Public,Neutral,4,0,Postgraduate,Moderate,Male,66,1,,0,0.0,
498,13,66,Low,Medium,1,6,69,Low,1,2,Low,Medium,Private,Positive,4,0,High School,Near,Male,61,1,,0,0.0,
499,20,73,Medium,Medium,0,6,82,Low,1,1,Medium,High,Private,Negative,3,0,College,Near,Male,65,1,,0,0.0,
500,22,61,Medium,Medium,0,6,84,Low,1,0,Medium,Medium,Public,Positive,2,0,Postgraduate,Near,Male,64,1,,0,0.0,
501,15,77,Low,Medium,1,8,63,Medium,1,0,Medium,Medium,Public,Neutral,1,0,High School,Near,Female,62,1,,0,0.0,
502,12,70,Medium,Medium,1,7,93,Medium,1,1,Low,High,Public,Neutral,4,0,High School,Far,Female,62,1,,0,0.0,
503,16,75,Medium,High,1,7,91,Low,1,2,Low,Low,Public,Positive,5,0,High School,Far,Male,65,1,,0,0.0,
504,13,62,Medium,Medium,1,8,56,Low,1,1,Low,High,Public,Positive,4,1,High School,Near,Female,60,1,,0,0.0,
505,13,61,Medium,Medium,1,8,89,Low,1,4,Low,Medium,Private,Neutral,4,0,High School,Far,Female,62,1,,0,0.0,
506,15,65,Medium,Medium,0,8,53,Medium,1,2,Low,Medium,Public,Negative,3,0,College,Near,Male,61,1,,0,0.0,
507,12,74,Medium,High,1,8,66,Low,1,1,Low,Medium,Public,Negative,4,0,High School,Near,Female,62,1,,0,0.0,
508,14,61,Medium,High,0,7,54,Medium,1,3,Low,Medium,Public,Positive,2,1,High School,Near,Female,60,1,,0,0.0,
509,11,73,Medium,Medium,0,7,67,Medium,0,3,Medium,High,Private,Positive,5,1,Postgraduate,Near,Male,63,1,,0,0.0,
510,18,75,Medium,Medium,1,7,86,Low,1,1,Low,Medium,Private,Negative,3,0,High School,Near,Male,64,1,,0,0.0,
511,22,72,High,Medium,1,5,67,Low,1,2,Medium,Medium,Public,Neutral,4,0,College,Near,Female,67,1,,0,0.0,
512,19,73,Medium,Medium,1,6,64,Low,1,1,High,Medium,Public,Positive,3,0,College,Moderate,Female,65,1,,0,0.0,
513,20,75,High,Medium,1,7,67,Low,1,1,Low,Medium,Private,Positive,4,0,High School,Near,Female,66,1,,0,0.0,
514,12,74,High,Medium,0,7,73,Medium,1,1,Low,Medium,Public,Neutral,5,0,High School,Near,Male,64,1,,0,0.0,
515,7,64,High,High,0,6,81,Medium,1,2,Low,Low,Private,Positive,3,0,Postgraduate,Moderate,Female,62,1,,0,0.0,
516,17,68,High,Medium,0,9,57,Medium,1,2,Medium,Low,Public,Neutral,3,0,High School,Moderate,Male,63,1,,0,0.0,
517,14,61,Low,High,0,10,62,Medium,1,0,High,Medium,Public,Negative,4,0,College,Moderate,Female,60,1,,0,0.0,
518,5,83,Medium,Medium,1,7,61,Medium,1,2,Low,Medium,Public,Negative,4,0,High School,Moderate,Male,61,1,,0,0.0,
519,21,72,Medium,High,1,9,80,Low,1,1,Medium,Medium,Public,Neutral,3,0,High School,Near,Female,66,1,,0,0.0,
520,17,87,Medium,Medium,0,8,52,Low,1,1,Medium,Medium,Public,Positive,5,0,College,Near,Male,67,1,,0,0.0,
521,15,74,Low,High,0,10,99,Low,0,0,Low,Medium,Private,Neutral,3,0,College,Moderate,Male,63,1,,0,0.0,
522,24,61,Medium,Medium,1,8,88,Low,1,1,Low,Medium,Private,Positive,4,0,High School,Moderate,Female,64,1,,0,0.0,
523,25,72,Medium,Medium,1,8,52,Low,1,0,Medium,Medium,Private,Positive,2,0,Postgraduate,Near,Male,66,1,,0,0.0,
524,16,73,Medium,Medium,1,7,74,Low,1,1,Low,High,Public,Positive,3,0,High School,Moderate,Male,64,1,,0,0.0,
525,17,73,Low,Medium,1,9,68,Low,1,2,Medium,Medium,Public,Positive,3,1,College,Near,Female,63,1,,0,0.0,
526,18,62,Medium,High,0,6,98,Low,1,3,Medium,Medium,Private,Neutral,1,0,College,Near,Male,65,1,,0,0.0,
527,19,68,Medium,Medium,1,6,98,Low,1,2,Low,Medium,Public,Positive,1,0,High School,Moderate,Female,64,1,,0,0.0,
528,21,61,Medium,Low,1,7,93,Low,1,1,Low,High,Private,Negative,5,0,High School,Near,Male,63,1,,0,0.0,
529,19,65,Medium,Medium,0,9,57,Low,1,1,Medium,Medium,Public,Positive,2,1,High School,Near,Female,61,1,,0,0.0,
530,9,71,Low,High,1,7,89,Medium,1,0,Low,Medium,Public,Negative,2,0,High School,Near,Male,61,1,,0,0.0,
531,15,73,Medium,High,0,5,56,Medium,1,1,Medium,Medium,Public,Positive,2,0,Postgraduate,Near,Female,65,1,,0,0.0,
532,22,61,High,Medium,0,6,77,Low,1,1,Medium,Medium,Public,Positive,4,0,Postgraduate,Moderate,Male,65,1,,0,0.0,
533,12,62,Medium,Medium,1,9,66,Medium,1,1,Low,Medium,Private,Neutral,2,0,College,Moderate,Female,60,1,,0,0.0,
534,10,63,Medium,Medium,0,4,80,Medium,1,0,Low,Medium,Public,Positive,3,0,College,Near,Male,60,1,,0,0.0,
535,14,76,High,Low,0,7,77,Low,0,2,High,Medium,Public,Positive,4,0,College,Near,Male,65,1,,0,0.0,
536,11,84,High,Medium,0,5,81,Low,1,1,Low,Medium,Private,Negative,3,0,High School,Moderate,Female,64,1,,0,0.0,
537,17,71,Medium,Low,1,6,99,Low,1,4,Medium,Medium,Public,Positive,3,1,Postgraduate,Near,Male,66,1,,0,0.0,
538,17,69,High,Medium,1,7,87,Low,1,2,Low,Medium,Public,Neutral,3,0,College,Near,Male,65,1,,0,0.0,
539,13,67,Medium,High,1,6,88,Medium,1,0,Low,Medium,Public,Neutral,3,0,College,Moderate,Female,63,1,,0,0.0,
540,15,61,High,Low,1,9,82,Medium,1,2,Medium,High,Public,Positive,2,0,Postgraduate,Near,Male,64,1,,0,0.0,
541,15,75,High,Medium,0,5,94,Low,0,1,Low,Medium,Public,Negative,3,1,High School,Moderate,Female,62,1,,0,0.0,
542,16,71,Medium,High,1,6,52,Low,1,0,High,High,Public,Neutral,1,0,High School,Far,Male,62,1,,0,0.0,
543,7,84,Medium,High,1,7,100,Low,1,3,Low,Medium,Private,Negative,4,1,High School,Moderate,Male,64,1,,0,0.0,
544,7,66,High,Low,1,8,68,High,1,0,Low,Medium,Public,Negative,2,1,College,Moderate,Male,57,1,,0,0.0,
545,7,64,Medium,High,0,9,70,High,1,4,Low,Low,Public,Neutral,4,1,High School,Far,Male,59,1,,0,0.0,
546,4,66,Low,High,0,8,84,Low,1,2,Low,High,Public,Neutral,3,0,Postgraduate,Near,Female,60,1,,0,0.0,
547,17,72,High,High,1,6,65,Low,1,3,Low,High,Public,Positive,2,0,Postgraduate,Far,Male,67,1,,0,0.0,
548,17,71,Medium,High,1,7,85,Low,1,2,Low,Low,Private,Negative,2,0,College,Near,Female,65,1,,0,0.0,
549,7,70,Medium,Medium,1,6,51,Medium,1,0,High,Medium,Private,Neutral,1,0,High School,Moderate,Female,59,1,,0,0.0,
550,21,60,Medium,Medium,1,6,71,Low,1,0,Medium,Low,Public,Negative,4,1,High School,Far,Male,59,1,,0,0.0,
551,18,78,High,Medium,1,7,54,Low,0,4,Low,High,Public,Neutral,4,1,College,Moderate,Female,65,1,,0,0.0,
552,13,65,Medium,High,0,7,75,Low,1,2,Medium,High,Private,Neutral,4,0,High School,Moderate,Male,63,1,,0,0.0,
553,24,61,Medium,Medium,0,8,54,Medium,1,1,Low,Medium,Public,Neutral,2,1,High School,Moderate,Male,61,1,,0,0.0,
554,16,64,High,Medium,1,8,70,Low,1,3,High,High,Private,Negative,3,0,High School,Far,Female,63,1,,0,0.0,
555,15,69,Low,Medium,1,9,52,Medium,1,0,High,Medium,Public,Neutral,3,0,College,Near,Female,61,1,,0,0.0,
556,26,62,High,Low,1,7,72,Low,1,1,Medium,Medium,Public,Neutral,3,0,College,Moderate,Female,64,1,,0,0.0,
557,18,61,Medium,Medium,0,6,66,Medium,1,1,Medium,High,Public,Positive,2,0,High School,Moderate,Female,62,1,,0,0.0,
558,22,67,Low,High,1,8,53,Medium,1,0,Medium,High,Public,Negative,3,0,High School,Far,Male,62,1,,0,0.0,
559,2,67,Medium,Medium,0,6,73,Low,1,1,Low,Medium,Private,Positive,2,0,College,Moderate,Male,58,1,,0,0.0,
560,10,76,Medium,Low,0,4,68,Medium,1,1,High,Low,Private,Neutral,6,0,College,Near,Male,63,1,,0,0.0,
561,19,66,Medium,High,0,7,94,Low,1,1,High,Medium,Public,Positive,4,0,High School,Moderate,Female,65,1,,0,0.0,
562,16,60,Medium,High,1,8,67,Low,1,0,Low,Medium,Public,Neutral,3,0,High School,Near,Male,61,1,,0,0.0,
563,17,71,Medium,Low,0,8,57,Medium,1,3,Medium,High,Private,Positive,4,0,High School,Near,Female,64,1,,0,0.0,
564,14,84,Low,High,0,6,61,Low,1,1,High,Medium,Public,Positive,2,0,College,Far,Male,64,1,,0,0.0,
565,9,90,High,Medium,1,9,65,Low,1,3,Medium,Medium,Public,Positive,3,0,High School,Near,Female,67,1,,0,0.0,
566,25,70,Medium,Medium,0,6,71,Low,1,0,Low,Medium,Public,Neutral,2,0,College,Near,Female,65,1,,0,0.0,
567,23,74,Low,Low,0,9,61,Low,1,0,Medium,Low,Public,Positive,4,0,Postgraduate,Near,Male,64,1,,0,0.0,
568,13,69,High,High,0,7,73,Low,1,1,Medium,Low,Private,Positive,2,0,High School,Far,Male,62,1,,0,0.0,
569,20,79,Medium,Medium,1,7,72,Low,0,1,Medium,Medium,Public,Negative,3,0,High School,Near,Male,65,1,,0,0.0,
570,9,60,Medium,Low,1,6,93,Medium,1,3,Low,High,Private,Neutral,2,0,High School,Moderate,Female,60,1,,0,0.0,
571,15,67,Medium,Medium,0,8,75,Medium,1,0,High,High,Public,Negative,4,0,Postgraduate,Near,Female,63,1,,0,0.0,
572,18,86,Low,Low,1,9,64,Low,1,3,Low,High,Public,Positive,3,0,High School,Near,Female,66,1,,0,0.0,
573,12,70,Medium,Medium,1,6,81,Low,1,1,Low,Medium,Public,Negative,2,1,High School,Far,Male,59,1,,0,0.0,
574,11,88,Medium,Low,1,7,73,Low,1,1,Medium,Low,Private,Neutral,3,1,College,Near,Female,63,1,,0,0.0,
575,19,66,Medium,Low,0,7,58,Medium,1,5,Medium,Low,Public,Positive,4,0,College,Moderate,Female,64,1,,0,0.0,
576,3,83,High,Low,1,7,59,Low,1,2,Medium,High,Public,Positive,5,0,High School,Moderate,Male,63,1,,0,0.0,
577,9,77,Low,High,1,7,83,Medium,1,1,Low,High,Private,Neutral,4,1,High School,Far,Male,62,1,,0,0.0,
578,17,90,Medium,Medium,1,8,56,Low,1,0,Medium,Medium,Private,Neutral,4,0,College,Near,Female,67,1,,0,0.0,
579,5,88,Medium,Medium,0,7,59,Medium,1,3,Low,Medium,Public,Negative,3,0,College,Near,Female,63,1,,0,0.0,
580,18,64,Low,Medium,1,9,64,Medium,1,4,Low,Medium,Public,Negative,4,1,High School,Near,Male,61,1,,0,0.0,
581,14,60,Low,Low,1,9,67,Low,1,3,High,High,Public,Positive,3,0,High School,Near,Female,61,1,,0,0.0,
582,19,79,Medium,High,1,7,66,Low,1,3,High,Medium,Public,Positive,3,1,High School,Near,Male,67,1,,0,0.0,
583,18,69,Medium,High,1,9,60,Medium,1,3,Low,Medium,Public,Negative,2,0,College,Far,Female,64,1,,0,0.0,
584,13,61,Low,Low,0,7,73,Low,1,2,High,Medium,Public,Positive,2,0,High School,Near,Female,59,1,,0,0.0,
585,19,61,Medium,Medium,0,6,67,Low,1,1,Medium,Medium,Public,Positive,1,0,College,Near,Male,62,1,,0,0.0,
586,21,85,Medium,Medium,0,4,51,Low,1,2,Low,Medium,Public,Neutral,3,0,College,Near,Female,66,1,,0,0.0,
587,21,68,Medium,Medium,0,9,79,Low,1,1,High,High,Private,Negative,4,0,Postgraduate,Moderate,Female,66,1,,0,0.0,
588,21,69,High,Medium,1,7,52,Low,1,0,Low,Medium,Public,Negative,3,0,Postgraduate,Near,Male,64,1,,0,0.0,
589,13,77,Low,Medium,1,6,76,Low,0,1,Medium,Low,Private,Neutral,4,0,College,Moderate,Male,62,1,,0,0.0,
590,22,67,Low,Medium,0,8,52,Medium,1,1,Medium,Low,Public,Negative,2,1,College,Moderate,Female,60,1,,0,0.0,
591,8,73,Medium,High,1,10,54,Medium,1,2,Medium,Medium,Public,Positive,3,0,High School,Near,Male,63,1,,0,0.0,
592,15,67,Medium,Medium,1,7,94,Low,1,0,High,Low,Private,Positive,2,0,Postgraduate,Moderate,Male,63,1,,0,0.0,
593,23,79,High,High,1,6,54,Low,1,1,Low,Medium,Public,Neutral,1,0,High School,Moderate,Male,67,1,,0,0.0,
594,12,62,High,High,1,6,63,High,1,0,Low,Medium,Private,Negative,2,0,High School,Near,Male,61,1,,0,0.0,
595,23,71,Low,Medium,1,8,71,Low,1,1,Low,Low,Public,Neutral,2,0,Postgraduate,Near,Female,64,1,,0,0.0,
596,13,72,Low,High,1,8,52,Medium,1,3,High,High,Private,Positive,4,0,High School,Near,Male,65,1,,0,0.0,
597,13,74,High,High,1,7,61,Medium,1,2,Low,Medium,Public,Positive,3,0,High School,Moderate,Male,65,1,,0,0.0,
598,15,66,Medium,Medium,0,9,63,Medium,1,3,Medium,Medium,Private,Neutral,3,0,High School,Near,Male,63,1,,0,0.0,
599,16,84,Medium,High,1,8,51,Low,1,0,Medium,Medium,Public,Negative,3,0,Postgraduate,Near,Female,66,1,,0,0.0,
600,9,75,Medium,Medium,0,7,54,Low,1,2,Low,Medium,Public,Positive,4,0,High School,Near,Female,61,1,,0,0.0,
601,20,88,Medium,Medium,0,4,54,Low,1,0,High,Low,Public,Negative,4,0,High School,Near,Male,66,1,,0,0.0,
602,19,87,Low,Medium,0,9,54,Low,1,3,Low,High,Public,Positive,4,0,High School,Moderate,Female,66,1,,0,0.0,
603,20,61,Low,Medium,0,6,52,Medium,1,2,Low,Low,Private,Negative,2,0,Postgraduate,Near,Male,60,1,,0,0.0,
604,10,69,Medium,Medium,1,5,65,Low,1,0,Medium,Medium,Private,Positive,3,0,High School,Near,Female,60,1,,0,0.0,
605,16,65,Medium,Low,0,9,68,Medium,1,1,High,Medium,Public,Neutral,3,0,High School,Moderate,Male,61,1,,0,0.0,
606,18,65,Medium,High,1,6,60,Low,1,0,Medium,High,Private,Neutral,3,0,High School,Moderate,Female,62,1,,0,0.0,
607,10,77,High,High,0,7,84,Low,1,2,Low,High,Private,Neutral,1,0,High School,Far,Male,64,1,,0,0.0,
608,16,87,Low,Medium,1,10,56,Low,1,2,Medium,High,Private,Neutral,0,0,Postgraduate,Moderate,Female,65,1,,0,0.0,
609,14,92,High,Low,1,9,56,Low,1,1,Medium,Medium,Public,Neutral,4,0,High School,Moderate,Female,66,1,,0,0.0,
610,15,71,High,High,0,7,100,Low,1,2,Low,Low,Public,Neutral,4,0,High School,Near,Male,66,1,,0,0.0,
611,11,60,Medium,High,0,7,59,High,1,2,Low,Medium,Public,Positive,1,0,College,Moderate,Male,60,1,,0,0.0,
612,28,66,Medium,Medium,0,10,52,Low,1,0,Low,High,Public,Positive,3,0,High School,Near,Male,64,1,,0,0.0,
613,24,70,High,High,0,6,63,Low,0,0,Low,Medium,Public,Neutral,3,0,High School,Near,Male,65,1,,0,0.0,
614,9,87,Low,Low,0,8,71,Low,0,0,Low,High,Public,Neutral,1,0,College,Moderate,Male,60,1,,0,0.0,
615,15,81,High,Medium,0,5,68,Low,0,0,Medium,High,Public,Positive,3,0,High School,Near,Female,65,1,,0,0.0,
616,13,93,Medium,High,0,9,62,Low,1,0,Low,Medium,Private,Neutral,3,0,High School,Moderate,Male,65,1,,0,0.0,
617,22,61,Medium,Medium,1,5,69,Low,1,2,Low,High,Public,Neutral,2,0,High School,Far,Female,63,1,,0,0.0,
618,17,82,Medium,High,0,6,65,Low,1,4,Low,Medium,Private,Positive,3,0,High School,Moderate,Female,67,1,,0,0.0,
619,8,71,High,Medium,1,8,97,Medium,1,3,Medium,Medium,Private,Neutral,1,1,High School,Near,Female,63,1,,0,0.0,
620,12,65,Low,Medium,1,6,64,Medium,1,1,Medium,Medium,Public,Positive,3,0,College,Near,Female,61,1,,0,0.0,
621,21,63,Medium,Low,1,7,54,Low,1,1,Medium,Medium,Private,Positive,3,0,College,Moderate,Female,62,1,,0,0.0,
